,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,guerrero negro,27.9769,-114.0611,15.37,73,0,8.17,MX,1619145271
285,nova gradiska,45.255,17.3831,10.0,93,75,1.54,HR,1619145271
286,gravdal,68.1214,13.5031,1.75,53,58,5.53,NO,1619145271
287,bagan,54.1001,77.6646,3.15,61,5,3.38,RU,1619145272
288,manaure,11.7751,-72.4445,26.7,74,5,7.61,CO,1619145272
289,strelka,58.0728,93.0344,3.19,68,5,0.69,RU,1619145272
290,jinka,5.65,36.65,16.56,92,99,0.99,ET,1619145273
291,stoenesti,45.25,25.1667,6.67,75,100,1.59,RO,1619145273
292,santo antonio do ica,-3.1022,-67.9397,22.95,98,100,0.64,BR,1619145273
293,talcahuano,-36.7167,-73.1167,10.0,93,0,1.54,CL,1619145273
294,taitung,22.7583,121.1444,30.0,54,20,2.57,TW,1619145274
295,zaozerne,45.1582,33.2787,10.0,63,74,5.87,UA,1619145274
296,petropavlovsk-kamchatskiy,53.0452,158.6483,8.0,61,20,4.0,RU,1619145274
297,tautira,-17.7333,-149.15,30.0,58,75,3.6,PF,1619145274
298,horsham,51.064,-0.3272,4.44,93,0,2.57,GB,1619145037
299,tumbagaan,5.3656,120.3139,29.24,65,64,1.96,PH,1619145275
300,harper,4.375,-7.7169,26.77,86,100,2.98,LR,1619145199
301,lake havasu city,34.4839,-114.3224,27.0,17,1,4.63,US,1619145275
302,kupang,-10.1667,123.5833,28.95,63,4,0.71,ID,1619145275
303,bela,25.9333,81.9833,31.53,20,0,2.21,IN,1619145276
304,sibu,2.3,111.8167,30.0,70,20,1.54,MY,1619145276
305,gat,31.61,34.7642,15.56,82,40,1.03,IL,1619145276
306,mildura,-34.2,142.15,18.33,55,90,3.6,AU,1619145276
307,roebourne,-20.7833,117.1333,30.69,19,0,7.87,AU,1619145061
308,nikki,9.9401,3.2108,26.91,61,64,3.65,BJ,1619145277
309,beyneu,45.3167,55.2,14.96,29,98,8.97,KZ,1619145277
310,constitucion,-35.3333,-72.4167,12.0,84,8,3.86,CL,1619145277
311,mount gambier,-37.8333,140.7667,15.0,58,75,6.17,AU,1619145112
312,jamame,0.0722,42.7506,24.86,90,99,1.99,SO,1619145278
313,puerto colombia,10.9878,-74.9547,27.0,78,0,6.69,CO,1619145278
314,adrar,20.5022,-10.0711,23.23,13,0,5.11,MR,1619145278
315,hovd,48.0056,91.6419,1.54,29,100,2.27,MN,1619145278
316,boguchany,58.3814,97.4531,3.23,69,23,1.48,RU,1619145135
317,waingapu,-9.6567,120.2641,28.39,64,9,2.15,ID,1619145279
318,ishigaki,24.3448,124.1572,22.0,94,75,5.14,JP,1619145279
319,gravenhurst,44.9168,-79.3663,0.0,69,1,4.66,CA,1619145184
320,prado,-17.3411,-39.2208,23.5,88,100,2.27,BR,1619145279
321,lianzhou,24.7811,112.3825,28.76,73,81,0.38,CN,1619145280
322,lahaina,20.8783,-156.6825,28.0,54,20,9.26,US,1619145280
323,terrace,54.5163,-128.6035,14.0,24,20,3.6,CA,1619145280
324,salalah,17.0151,54.0924,26.0,73,0,1.54,OM,1619145280
325,khani,41.9563,42.9566,9.0,93,75,1.03,GE,1619145281
326,cherskiy,68.75,161.3,-7.61,85,94,2.7,RU,1619145281
327,kavieng,-2.5744,150.7967,27.72,77,92,2.9,PG,1619145281
328,knysna,-34.0363,23.0471,15.0,100,0,3.09,ZA,1619145281
329,najran,17.4924,44.1277,18.0,22,0,1.03,SA,1619145282
330,torbay,47.6666,-52.7314,5.56,100,90,12.35,CA,1619145282
331,lompoc,34.6391,-120.4579,12.0,71,7,4.63,US,1619145282
332,bogota,4.6097,-74.0817,15.0,72,75,1.03,CO,1619145003
333,zhigalovo,54.8097,105.1578,3.23,45,10,1.1,RU,1619145283
334,cherepovets,59.1333,37.9,2.0,100,40,1.0,RU,1619145283
335,mercedes,-34.6515,-59.4307,19.44,92,100,0.89,AR,1619145283
336,gushikawa,26.3544,127.8686,21.0,94,75,12.35,JP,1619145283
337,kavaratti,10.5669,72.642,28.68,67,13,1.91,IN,1619145284
338,muroto,33.2833,134.15,22.0,43,0,3.09,JP,1619145284
339,pemangkat,1.1667,108.9667,29.77,65,78,2.72,ID,1619145284
340,steamboat springs,40.485,-106.8317,6.0,33,75,2.06,US,1619145284
341,zaranj,30.9667,61.8833,21.0,8,0,10.8,AF,1619145285
342,coahuayana,18.7333,-103.6833,22.03,71,99,1.09,MX,1619145285
343,ust-kuyga,70.0167,135.6,-8.56,79,29,1.94,RU,1619145285
344,marevo,57.3146,32.0804,4.44,89,100,2.74,RU,1619145286
345,airai,-8.9266,125.4092,24.47,47,29,0.93,TL,1619145286
346,ballina,-28.8667,153.5667,21.0,46,0,5.14,AU,1619145286
347,bogalusa,30.791,-89.8487,15.0,63,1,1.54,US,1619145286
348,olafsvik,64.8945,-23.7142,5.5,89,100,9.16,IS,1619145287
349,huanuni,-18.2667,-66.85,4.05,62,62,0.53,BO,1619145007
350,buchanan,5.8808,-10.0467,24.0,94,75,3.04,LR,1619145287
351,llandrindod wells,52.2416,-3.3787,1.11,91,0,1.82,GB,1619145287
352,nurota,40.5614,65.6886,14.0,47,88,8.23,UZ,1619145287
353,ambon,-3.6954,128.1814,32.0,62,40,3.09,ID,1619145288
354,bengkulu,-3.8004,102.2655,27.85,64,77,1.03,ID,1619145288
355,mandurah,-32.55,115.7,20.0,62,100,1.3,AU,1619145288
356,shaki,41.0833,47.1667,13.0,87,75,1.2,AZ,1619145289
357,leduc,53.2668,-113.552,0.0,34,60,2.57,CA,1619145289
358,aksarka,66.5606,67.7975,1.89,97,92,6.46,RU,1619145289
359,fort nelson,58.8053,-122.7002,4.0,26,40,2.57,CA,1619145289
360,simpang,-1.2667,104.0833,29.0,67,100,1.31,ID,1619145290
361,yuancheng,36.652,107.7896,11.89,84,100,8.37,CN,1619145290
362,talara,-4.5772,-81.2719,22.03,78,75,7.25,PE,1619145067
363,ola,59.5833,151.2833,0.37,98,100,2.81,RU,1619145290
364,acarau,-2.8856,-40.12,24.85,87,14,2.13,BR,1619145290
365,marrakesh,31.6315,-8.0083,16.0,67,74,4.63,MA,1619145291
366,cusset,46.13,3.4596,6.0,75,0,0.51,FR,1619145291
367,kannangad,12.3081,75.1063,26.22,83,92,1.19,IN,1619145291
368,longyearbyen,78.2186,15.6401,-9.0,67,75,2.06,SJ,1619145291
369,sapozhok,53.9419,40.6806,6.57,84,22,3.63,RU,1619145292
370,tabuk,17.4189,121.4443,31.15,50,62,1.92,PH,1619145083
371,saskylakh,71.9167,114.0833,-12.0,92,95,3.22,RU,1619145292
372,palana,59.1167,159.9667,-0.65,99,100,1.43,RU,1619145292
373,pacific grove,36.6177,-121.9166,10.56,89,74,4.17,US,1619145293
374,kahului,20.8947,-156.47,28.0,54,20,9.26,US,1619145215
375,san isidro,-12.1167,-77.05,19.44,88,20,4.12,PE,1619145293
376,hervey bay,-25.2986,152.8535,23.89,43,98,0.45,AU,1619145293
377,vrangel,42.7297,133.0839,9.57,55,100,4.73,RU,1619145293
378,rapid valley,44.0625,-103.1463,9.0,56,1,3.09,US,1619145294
379,manzanillo,20.3433,-77.1167,24.19,73,84,4.53,CU,1619145294
380,antu,26.05,81.9167,31.33,21,0,2.37,IN,1619145294
381,waipawa,-41.4122,175.5153,18.0,68,90,7.72,NZ,1619145294
382,tucuma,-0.1833,-50.05,23.82,92,100,1.59,BR,1619145295
383,kloulklubed,7.0419,134.2556,30.0,70,40,3.09,PW,1619145295
384,batemans bay,-35.7167,150.1833,19.44,48,4,2.69,AU,1619145295
385,cravo norte,6.3017,-70.2041,30.72,43,99,1.07,CO,1619145295
386,touros,-5.1989,-35.4608,25.0,88,40,1.54,BR,1619145296
387,dois vizinhos,-25.7336,-53.0572,14.43,75,78,1.82,BR,1619145296
388,pevek,69.7008,170.3133,-4.2,76,38,1.86,RU,1619145296
389,acajutla,13.5928,-89.8275,23.89,90,48,0.89,SV,1619145122
390,fairbanks,64.8378,-147.7164,12.0,28,1,5.14,US,1619145110
391,suntar,62.1444,117.6319,0.92,74,98,6.78,RU,1619145297
392,ambilobe,-13.2,49.05,22.46,88,99,1.61,MG,1619145297
393,constantine,36.365,6.6147,12.0,94,75,0.51,DZ,1619145297
394,cayhagan,9.6697,122.4256,28.31,73,98,5.36,PH,1619145298
395,kousseri,12.0769,15.0306,26.0,41,0,1.54,CM,1619145298
396,komsomolskiy,40.4272,71.7189,11.0,58,34,3.09,UZ,1619145298
397,acambay,19.9558,-99.8417,15.77,24,100,1.93,MX,1619145298
398,cayenne,4.9333,-52.3333,26.67,89,40,2.06,GF,1619145299
399,vila,42.0304,-8.1588,9.44,93,100,0.89,PT,1619145148
400,hobyo,5.3505,48.5268,28.67,67,100,3.66,SO,1619145299
401,serebryansk,49.6925,83.2892,-2.0,74,75,1.0,KZ,1619145299
402,awjilah,29.1081,21.2869,20.0,23,23,4.69,LY,1619145299
403,ugoofaaru,5.6667,73.0,28.57,71,21,4.03,MV,1619145300
404,bathsheba,13.2167,-59.5167,26.0,65,40,9.26,BB,1619145300
405,casa nova,-9.4167,-41.1333,26.47,68,87,2.28,BR,1619145300
406,khasan,42.4308,130.6434,9.8,67,100,2.24,RU,1619145300
407,neuquen,-38.9516,-68.0591,14.0,82,0,1.03,AR,1619145301
408,asau,46.4333,26.4,5.56,60,72,0.76,RO,1619145301
409,sao joao da barra,-21.6403,-41.0511,20.18,85,0,4.11,BR,1619145301
410,aripuana,-9.1667,-60.6333,22.03,98,7,0.75,BR,1619145162
411,sisimiut,66.9395,-53.6735,-1.84,54,34,3.77,GL,1619145304
412,ixtapa,20.7,-105.2,26.0,73,40,3.09,MX,1619145037
413,sendafa,9.15,39.0333,12.3,71,97,1.05,ET,1619145304
414,tuatapere,-46.1333,167.6833,12.22,84,100,4.47,NZ,1619145304
415,henties bay,-22.116,14.2845,17.78,87,14,0.89,NA,1619145305
416,ulcinj,41.9294,19.2244,5.56,96,100,0.89,ME,1619145305
417,gallup,35.5281,-108.7426,13.0,13,1,7.72,US,1619145305
418,utete,-7.986,38.758,21.19,97,65,0.59,TZ,1619145305
419,whitecourt,54.1502,-115.6855,0.0,37,20,5.14,CA,1619145306
420,west bay,19.3667,-81.4167,27.0,78,0,3.09,KY,1619145306
421,fare,-16.7,-151.0167,27.2,73,6,5.73,PF,1619145306
422,nushki,29.5542,66.0215,22.53,16,0,1.54,PK,1619145306
423,ponnani,10.767,75.9252,26.0,83,40,1.03,IN,1619145307
424,yulara,-25.2406,130.9889,22.0,35,0,5.66,AU,1619145307
425,meulaboh,4.1363,96.1285,28.41,72,96,1.09,ID,1619145307
426,dingle,10.9995,122.6711,32.63,51,100,5.84,PH,1619145307
427,bandundu,-3.3167,17.3667,22.67,91,97,2.38,CD,1619145308
428,aleppo,36.25,37.5,13.46,62,0,3.68,SY,1619145308
429,sao filipe,14.8961,-24.4956,21.88,74,40,6.13,CV,1619145308
430,pekan,3.4836,103.3996,28.0,78,20,2.06,MY,1619145308
431,lagos,6.5833,3.75,27.0,89,40,2.06,NG,1619145309
432,zile,40.3031,35.8864,2.0,87,0,1.03,TR,1619145309
433,kaitangata,-46.2817,169.8464,15.0,71,100,0.83,NZ,1619145309
434,rudnaya pristan,44.3614,135.8116,12.79,51,98,3.75,RU,1619145309
435,dicabisagan,17.0818,122.4157,29.56,62,76,1.97,PH,1619145310
436,erzin,36.9559,36.2,12.78,89,1,1.34,TR,1619145310
437,lagoa vermelha,-28.2086,-51.5258,11.46,85,24,2.54,BR,1619145310
438,ketchikan,55.3422,-131.6461,12.0,40,1,4.12,US,1619145311
439,turukhansk,65.8167,87.9833,-0.75,95,66,5.89,RU,1619145311
440,moss vale,-34.55,150.3833,22.78,32,0,3.6,AU,1619145311
441,vila do maio,15.1333,-23.2167,20.0,77,20,7.2,CV,1619145311
442,kandla,23.0333,70.2167,29.14,57,0,7.47,IN,1619145312
443,naryan-mar,67.6713,53.087,2.09,96,100,7.18,RU,1619145312
444,matara,5.9485,80.5353,27.76,79,23,4.13,LK,1619145312
445,mashhad,36.297,59.6062,13.0,38,0,2.06,IR,1619145312
446,ambrolauri,42.5211,43.1622,9.0,93,75,1.03,GE,1619145313
447,hauterive,46.0901,3.4459,6.0,75,0,0.51,FR,1619145313
448,puerto escondido,15.85,-97.0667,27.57,70,21,2.38,MX,1619145313
449,puerto maldonado,-12.6,-69.1833,24.93,84,100,0.94,PE,1619145313
450,katrineholm,58.9959,16.2072,1.11,74,2,4.63,SE,1619145314
451,nibong tebal,5.1659,100.4779,28.0,83,20,0.51,MY,1619145314
452,aksu,41.1231,80.2644,11.15,24,3,3.85,CN,1619145314
453,nemuro,43.3236,145.575,8.0,61,20,4.63,JP,1619145071
454,den helder,52.9599,4.7593,5.0,87,75,2.06,NL,1619145315
455,nouadhibou,20.931,-17.0347,18.0,88,0,7.72,MR,1619145315
456,altamirano,16.8833,-92.15,14.91,82,66,1.09,MX,1619145315
457,leh,34.1667,77.5833,-2.37,71,95,2.35,IN,1619145315
458,padang,-0.9492,100.3543,29.0,74,40,1.54,ID,1619145133
459,visnes,59.3556,5.2242,5.0,81,40,2.57,NO,1619145316
460,broome,42.2506,-75.833,0.56,80,90,4.12,US,1619145316
461,iracoubo,5.4802,-53.2011,25.34,88,88,5.39,GF,1619145316
462,sirnak,37.5228,42.4594,11.04,37,0,2.56,TR,1619145317
463,twentynine palms,34.1356,-116.0542,24.0,13,1,12.86,US,1619145317
464,carhuaz,-9.2819,-77.6447,13.65,89,97,0.9,PE,1619145317
465,severo-yeniseyskiy,60.3725,93.0408,-0.92,79,36,1.63,RU,1619145318
466,saint anthony,45.0205,-93.218,13.0,26,1,1.54,US,1619145318
467,bilibino,68.0546,166.4372,-2.15,89,98,1.1,RU,1619145136
468,dukat,62.55,155.55,-4.88,91,100,2.41,RU,1619145318
469,yar-sale,66.8333,70.8333,1.26,92,100,6.77,RU,1619145191
470,buin,-33.7333,-70.75,16.11,93,75,4.12,CL,1619145156
471,xining,36.6167,101.7667,14.14,58,100,1.67,CN,1619145318
472,arona,28.0996,-16.681,18.33,77,20,2.57,ES,1619145319
473,dharchula,29.85,80.5333,19.67,41,15,0.21,IN,1619145319
474,naron,43.5167,-8.1528,13.33,100,96,1.03,ES,1619145319
475,chumikan,54.7183,135.315,3.03,69,100,0.81,RU,1619145320
476,port macquarie,-31.4333,152.9167,21.11,40,0,0.89,AU,1619145092
477,cleethorpes,53.5605,-0.0323,5.0,81,37,4.12,GB,1619145320
478,tual,-5.6667,132.75,28.75,73,30,3.6,ID,1619145185
479,jonkoping,57.7814,14.1562,0.0,74,40,4.12,SE,1619145320
480,sept-iles,50.2001,-66.3821,4.44,100,100,1.54,CA,1619145304
481,muros,42.7762,-9.0603,10.56,94,100,2.63,ES,1619145321
482,taoru,28.2167,76.95,29.44,46,75,3.6,IN,1619145321
483,lorengau,-2.0226,147.2712,28.99,70,98,3.87,PG,1619145101
484,ustye,59.6304,39.736,4.17,94,65,3.63,RU,1619145321
485,saint-pierre,-21.3393,55.4781,25.0,73,90,6.17,RE,1619145321
486,jiwani,25.05,61.7417,28.1,71,0,2.91,PK,1619145322
487,soubre,5.7856,-6.6083,23.05,96,95,1.09,CI,1619145322
488,bambous virieux,-20.3428,57.7575,23.33,100,75,1.54,MU,1619145322
489,pontianak,-0.0333,109.3333,28.0,78,20,1.69,ID,1619145322
490,corning,42.1428,-77.0547,3.0,60,90,6.17,US,1619145323
491,iwanai,42.9744,140.5089,15.67,42,2,1.72,JP,1619145323
492,basco,20.4487,121.9702,25.67,81,18,6.56,PH,1619145323
493,roald,62.5833,6.1333,3.0,60,40,3.09,NO,1619145323
494,scarborough,54.2797,-0.4044,5.56,45,96,0.45,GB,1619145324
495,cangzhou,38.3167,116.8667,14.94,66,99,7.94,CN,1619145324
496,kampene,-3.6,26.6667,20.61,98,100,0.86,CD,1619145324
497,ekibastuz,51.6667,75.3667,2.79,41,2,2.87,KZ,1619145325
498,ariquemes,-9.9133,-63.0408,22.17,97,21,0.31,BR,1619145243
499,sao gabriel da cachoeira,-0.1303,-67.0892,22.9,98,98,0.99,BR,1619145325
500,saint-gaudens,43.0833,0.6667,9.0,87,0,2.06,FR,1619145325
501,bardiyah,31.7561,25.0865,16.39,68,100,6.88,LY,1619145325
502,izumo,35.3667,132.7667,16.0,59,0,11.32,JP,1619145326
503,vega de alatorre,20.0333,-96.6333,24.46,90,56,4.36,MX,1619145326
504,coihaique,-45.5752,-72.0662,6.0,87,40,2.57,CL,1619145326
505,bardsir,29.9227,56.5743,12.0,30,0,2.06,IR,1619145326
506,itoman,26.1247,127.6694,21.0,88,75,11.32,JP,1619145327
507,san quintin,30.4833,-115.95,14.28,77,6,6.33,MX,1619145327
508,clinton,42.587,-82.9199,6.0,39,1,2.57,US,1619145241
509,bira,49.0,132.4667,18.9,44,100,4.82,RU,1619145327
510,berlevag,70.8578,29.0864,0.5,69,88,2.49,NO,1619145328
511,marystown,47.1666,-55.1483,2.95,85,94,8.15,CA,1619145328
512,grand gaube,-20.0064,57.6608,23.33,84,100,1.79,MU,1619145328
513,nome,64.5011,-165.4064,7.0,49,1,4.12,US,1619145328
514,aleksandrovka,46.8383,32.7612,8.0,93,0,5.0,UA,1619145329
515,jining,35.405,116.5814,17.78,59,65,6.88,CN,1619145306
516,deputatskiy,69.3,139.9,-11.66,84,98,0.89,RU,1619145221
517,inirida,3.8653,-67.9239,24.24,91,8,0.98,CO,1619145329
518,bonavista,48.6499,-53.1147,7.0,93,100,5.14,CA,1619145329
519,haines junction,60.7522,-137.5108,10.0,20,0,1.03,CA,1619145329
520,lumberton,34.6182,-79.0086,8.33,61,1,1.54,US,1619145068
521,sharanga,57.1775,46.5396,4.63,86,99,3.23,RU,1619145330
522,nola,40.922,14.5329,13.0,88,0,1.03,IT,1619145330
523,aviles,43.5547,-5.9248,14.0,77,0,4.63,ES,1619145330
524,derzhavinsk,51.1,66.3167,4.86,44,99,6.62,KZ,1619145331
525,santa cruz de tenerife,28.4682,-16.2546,18.89,100,75,7.72,ES,1619145331
526,ossora,59.2353,163.0719,0.18,93,73,1.3,RU,1619145189
527,xuanhua,40.6103,115.0447,19.48,43,8,2.31,CN,1619145331
528,kamenka,51.3223,42.7678,9.17,75,100,2.84,RU,1619145331
529,san andres,12.5847,-81.7006,27.0,78,20,5.14,CO,1619145332
530,jalu,29.0331,21.5482,20.0,23,8,5.26,LY,1619145332
531,necochea,-38.5473,-58.7368,16.67,97,100,0.89,AR,1619145332
532,chiredzi,-21.05,31.6667,15.02,91,13,0.58,ZW,1619145159
533,adrian,41.8975,-84.0372,4.0,45,1,1.54,US,1619145333
534,baykit,61.67,96.37,1.04,77,97,3.3,RU,1619145333
535,san juan,-31.5375,-68.5364,16.87,52,13,3.58,AR,1619145090
536,zabaykalsk,49.6333,117.3167,8.38,30,93,6.5,RU,1619145333
537,aswan,24.0934,32.907,27.34,19,9,4.45,EG,1619145333
538,whitehorse,60.7161,-135.0538,8.0,25,1,3.09,CA,1619145334
539,hailar,49.2,119.7,8.07,53,96,7.38,CN,1619145266
540,zhuhai,22.2769,113.5678,32.78,74,20,3.6,CN,1619145334
541,abu dhabi,24.4667,54.3667,25.0,61,0,1.03,AE,1619145276
542,morehead,37.2711,-87.1764,7.22,70,1,2.21,US,1619145334
543,waitati,-45.75,170.5667,16.67,63,99,2.68,NZ,1619145335
544,balkanabat,39.5108,54.3671,23.03,17,90,4.0,TM,1619145335
545,skibbereen,51.55,-9.2667,7.0,81,20,4.63,IE,1619145335
546,xinqing,48.2333,129.5,8.89,86,100,3.64,CN,1619145335
547,oberkirch,48.5324,8.0786,5.56,73,5,1.77,DE,1619145336
548,mangrol,21.1167,70.1167,27.9,68,100,4.57,IN,1619145336
549,aban,56.67,96.06,2.84,55,1,3.53,RU,1619145336
550,nanga eboko,4.6833,12.3667,19.76,97,100,1.25,CM,1619145337
551,kalemie,-5.9475,29.1947,22.14,85,54,2.71,CD,1619145337
552,zharkent,44.1628,80.0,6.09,34,1,1.23,KZ,1619145337
553,mahon,39.8885,4.2658,10.0,93,0,3.09,ES,1619145337
554,samarai,-10.6167,150.6667,28.79,72,99,1.88,PG,1619145338
555,west melbourne,28.0717,-80.6534,19.44,82,1,6.69,US,1619145338
556,grivenskaya,45.6473,38.176,7.66,85,4,3.12,RU,1619145338
557,frontera,26.9333,-101.45,24.44,56,83,1.7,MX,1619145338
558,zoniana,35.295,24.8294,13.89,87,0,3.6,GR,1619145339
559,byron bay,-28.65,153.6167,21.0,46,0,5.14,AU,1619145064
560,santa luzia,-19.7697,-43.8514,21.0,64,0,1.99,BR,1619145339
561,nalut,30.3333,10.85,22.15,24,9,4.25,LY,1619145339
562,nouakchott,18.0858,-15.9785,20.0,83,43,7.72,MR,1619145340
563,bereznik,62.8551,42.7072,3.67,91,79,1.78,RU,1619145340
564,lenger,42.183,69.8839,11.0,58,0,3.0,KZ,1619145340
565,rio gallegos,-51.6226,-69.2181,7.0,93,40,1.03,AR,1619145324
566,leopold,-38.1833,144.4667,16.67,67,90,6.17,AU,1619145340
567,cardston,49.2,-113.3019,-2.0,80,100,3.09,CA,1619145341
568,tutoia,-2.7619,-42.2744,25.57,82,100,1.45,BR,1619145341
